"","denovo66","denovo174","denovo175","denovo170","denovo673","denovo253","denovo102","denovo165","denovo164","denovo167","denovo166","denovo161","denovo160","denovo163","denovo207","denovo365","denovo363","denovo362","denovo360","denovo369","denovo368","denovo92","denovo47","denovo337","denovo103","denovo371","denovo534","denovo532","denovo539","denovo254","denovo248","denovo249","denovo240","denovo241","denovo242","denovo243","denovo244","denovo245","denovo246","denovo63","denovo64","denovo98","denovo27","denovo26","denovo226","denovo224","denovo223","denovo473","denovo472","denovo471","denovo477","denovo475","denovo474","denovo479","denovo478","denovo138","denovo132","denovo130","denovo131","denovo136","denovo137","denovo134","denovo81","denovo83","denovo331","denovo333","denovo338","denovo187","denovo334","denovo335","denovo330","denovo339","denovo91","denovo96","denovo24","denovo23","denovo22","denovo21","denovo408","denovo271","denovo270","denovo273","denovo272","denovo275","denovo274","denovo277","denovo276","denovo279","denovo278","denovo93","denovo94","denovo238","denovo13","denovo17","denovo15","denovo162","denovo169","denovo36","denovo33","denovo38","denovo39","denovo220","denovo428","denovo420","denovo421","denovo422","denovo423","denovo424","denovo425","denovo426","denovo427","denovo218","denovo384","denovo387","denovo386","denovo381","denovo380","denovo383","denovo382","denovo389","denovo388","denovo653","denovo656","denovo655","denovo366","denovo364","denovo361","denovo601","denovo168","denovo143","denovo142","denovo147","denovo146","denovo145","denovo144","denovo309","denovo308","denovo304","denovo301","denovo300","denovo302","denovo232","denovo518","denovo519","denovo515","denovo516","denovo510","denovo511","denovo512","denovo513","denovo78","denovo79","denovo71","denovo75","denovo499","denovo491","denovo490","denovo493","denovo494","denovo497","denovo496","denovo77","denovo722","denovo84","denovo104","denovo86","denovo80","denovo82","denovo69","denovo68","denovo62","denovo61","denovo60","denovo67","denovo65","denovo237","denovo231","denovo230","denovo228","denovo229","denovo222","denovo221","denovo590","denovo593","denovo599","denovo531","denovo411","denovo410","denovo413","denovo412","denovo415","denovo414","denovo417","denovo416","denovo419","denovo418","denovo325","denovo324","denovo329","denovo391","denovo399","denovo110","denovo111","denovo112","denovo113","denovo114","denovo115","denovo117","denovo118","denovo119","denovo352","denovo353","denovo350","denovo351","denovo356","denovo357","denovo354","denovo355","denovo358","denovo6","denovo7","denovo34","denovo35","denovo30","denovo31","denovo32","denovo524","denovo527","denovo526","denovo523","denovo227","denovo225","denovo306","denovo199","denovo190","denovo191","denovo192","denovo193","denovo194","denovo195","denovo196","denovo197","denovo543","denovo1","denovo3","denovo4","denovo5","denovo8","denovo9","denovo257","denovo256","denovo251","denovo250","denovo259","denovo258","denovo771","denovo566","denovo18","denovo19","denovo10","denovo359","denovo73","denovo448","denovo449","denovo446","denovo447","denovo445","denovo442","denovo443","denovo440","denovo441","denovo129","denovo128","denovo121","denovo120","denovo123","denovo122","denovo125","denovo124","denovo127","denovo126","denovo90","denovo97","denovo95","denovo99","denovo141","denovo579","denovo576","denovo214","denovo219","denovo87","denovo313","denovo158","denovo154","denovo152","denovo323","denovo322","denovo321","denovo320","denovo327","denovo326","denovo692","denovo89","denovo247","denovo288","denovo289","denovo284","denovo285","denovo286","denovo287","denovo280","denovo281","denovo282","denovo283","denovo528","denovo40","denovo42","denovo44","denovo46","denovo48","denovo316","denovo317","denovo314","denovo315","denovo310","denovo205","denovo206","denovo209","denovo437","denovo436","denovo435","denovo434","denovo433","denovo432","denovo431","denovo430","denovo439","denovo438","denovo140","denovo660","denovo41","denovo43","denovo49","denovo177","denovo172","denovo173","denovo178","denovo179","denovo200","denovo378","denovo370","denovo372","denovo373","denovo374","denovo375","denovo376","denovo377","denovo208","denovo204","denovo201","denovo202","denovo203","denovo100","denovo509","denovo508","denovo502","denovo500","denovo507","denovo506","denovo70","denovo72","denovo74","denovo76","denovo239","denovo235","denovo234","denovo236","denovo233","denovo581","denovo586","denovo465","denovo466","denovo460","denovo461","denovo462","denovo463","denovo468","denovo469","denovo109","denovo108","denovo107","denovo106","denovo105","denovo101","denovo2","denovo149","denovo148","denovo341","denovo343","denovo342","denovo345","denovo344","denovo347","denovo346","denovo349","denovo348","denovo255","denovo252","denovo554","denovo557","denovo559","denovo550","denovo186","denovo185","denovo184","denovo183","denovo182","denovo181","denovo180","denovo189","denovo188","denovo305","denovo307","denovo303","denovo263","denovo260","denovo261","denovo266","denovo267","denovo264","denovo268","denovo269","denovo311","denovo25","denovo20","denovo29","denovo28","denovo45","denovo470","denovo476","denovo58","denovo59","denovo54","denovo459","denovo458","denovo454","denovo457","denovo456","denovo451","denovo450","denovo453","denovo452","denovo396","denovo394","denovo395","denovo392","denovo393","denovo390","denovo398","denovo644","denovo641","denovo642","denovo139","denovo133","denovo217","denovo215","denovo569","denovo159","denovo155","denovo156","denovo157","denovo150","denovo151","denovo153","denovo318","denovo319","denovo312","denovo116","denovo135","denovo299","denovo298","denovo293","denovo292","denovo291","denovo290","denovo297","denovo296","denovo295","denovo294","denovo488","denovo489","denovo482","denovo483","denovo480","denovo481","denovo486","denovo487","denovo484","denovo485","denovo732","denovo16","denovo85","denovo88","denovo56","denovo57","denovo55","denovo52","denovo53","denovo50","denovo51","denovo12","denovo11","denovo14","denovo213","denovo212","denovo211","denovo210","denovo216","denovo37","denovo405","denovo402","denovo403","denovo400","denovo401","denovo406","denovo407","denovo404","denovo409"
"Adenoma21.3129",93,0,31,0,0,0,0,8,0,1,0,12,0,0,0,8,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,19,39,0,0,45,45,0,0,0,0,0,0,107,2,3,656,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,36,252,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,44,0,0,40,50,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,22,0,0,0,70,0,0,0,7,0,22,24,116,0,1,0,0,1,43,56,0,2,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,29,0,1,0,0,0,0,2974,0,0,0,5,15,0,0,0,0,0,0,3,0,0,5,2,0,31,0,22,116,0,0,20,0,0,0,18,0,0,0,0,0,43,1,0,0,0,0,728,2306,625,99,17,1,0,0,0,4,11,0,0,0,343,3,56,34,15,0,0,0,0,0,0,0,0,0,0,138,0,2,0,17,0,0,0,0,51,34,0,0,0,0,0,1,19,5,663,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,14,108,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,43,0,50,0,8,0,0,0,0,0,0,0,0,0,70,0,0,0,1,23,0,0,0,0,0,0,44,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2400,0,24,0,0,0,0,0,5,0,0,9,1,0,0,0,0,0,0,102,9,0,0,0,0,0,0,4,0,0,0,1,0,35,0,0,0,0,0,0,68,11,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,28,0,5,2,0,0,1,0,0,0,227,0,0,0,11,0,0,0,0,0,0,0,0,3,0,51,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,7,1,1,83,55,2,277,0,0,0,0,0,1,0,0,0,5,0,3,0,0,0
"Adenoma22.3133",34,0,31,34,0,246,0,0,18,42,38,0,0,0,316,1,0,0,89,0,3,0,3,0,1,5,0,0,4,0,0,0,3,6,0,299,0,0,27,0,2,15,0,60,20,0,17,0,0,0,5,0,3,0,0,0,6,4,0,0,0,0,45,1,9,0,3,0,0,0,0,0,0,0,1011,135,628,552,0,0,0,0,175,0,0,0,13,0,3,0,0,0,0,0,614,56,0,0,3001,134,26,0,11,0,0,0,24,0,0,5,0,0,11,19,21,0,0,0,1,1,0,0,0,5,0,6,0,0,87,528,184,1,3,0,0,0,39,3,1,10,0,0,0,0,0,0,0,21,0,7,91,0,0,0,1,3,3,3,3,0,22,0,0,16,0,0,105,1,11,232,4,263,0,1,3,33,3,6,0,12,4,3,0,0,0,0,0,0,0,0,11,40,3,2,0,0,0,3,25,0,0,0,17,0,57,2,233,0,3,0,0,0,0,0,0,0,0,0,0,1,467,1184,0,69,257,0,6,6,0,0,1,37,0,0,0,77,5,80,39,84,0,2,0,3280,260,1869,60,552,44,12,0,3,0,0,0,0,0,1414,617,334,9,4,0,0,0,0,0,1,0,0,0,0,275,404,1,0,56,856,0,0,0,0,127,115,0,0,63,0,2942,31,5,0,0,88,0,1,0,0,3,0,0,0,439,0,0,0,0,55,12,0,2,0,0,0,0,308,0,0,814,0,0,0,27,1,0,7,8,0,0,0,0,0,0,0,0,0,109,2,0,0,194,1467,201,13,0,0,69,10,3,0,619,0,4,2,1,0,1,3,0,30,0,0,2,0,0,0,0,0,0,96,197,134,0,2,2,0,3,2,0,0,0,2,0,0,0,0,1,0,250,0,19,50,0,2,521,0,46,0,0,0,5,0,6,0,0,3,0,0,0,0,0,0,45,0,54,0,0,7,0,0,1,19,0,6,0,6,3,9,28,0,1,7,7,282,890,915,28,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,31,5,0,0,86,0,0,27,0,3,0,2,0,151,34,24,56,0,2,4,77,0,0,0,0,0,0,27,0,1232,0,0,0,0,0,0,0,0,0,16,1,0,0,8,0,2582,0,0,146,2,0,189,1079,5,134,153,281,86,0,0,0,0,24,1,20,0,0,1,0,0,3,0,26
"Adenoma23.3141",38,0,0,0,0,0,0,12,1,19,0,0,0,0,0,14,0,0,320,0,3,16,126,0,0,0,3,0,8,0,1,0,111,0,0,0,0,0,28,0,0,2,217,170,0,0,0,0,0,13,21,22,2,45,0,0,1,12,0,0,9,0,21,2,0,0,16,19,0,27,0,0,0,0,443,5,147,5,0,0,0,0,0,0,97,0,1,0,3,0,0,0,0,0,390,7,31,15,1010,378,6,0,0,0,0,0,0,0,34,0,0,0,0,0,14,0,0,0,31,0,0,0,0,0,0,7,1,0,51,0,0,0,11,7,0,0,0,0,0,2,0,0,4,2,0,0,0,0,5,2,1,0,0,8,109,6,7,0,0,0,0,608,0,51,0,232,36,8,0,1,0,176,0,0,95,0,26,0,6,18,14,160,0,0,0,0,1,0,0,7,11,8,18,1,0,0,0,0,2,0,0,1,0,27,6,0,0,2,3,0,0,0,0,0,6,0,0,0,0,24,1409,1087,0,579,286,0,9,2,0,0,0,0,196,0,10,0,54,74,0,0,0,0,0,3900,17,2573,590,576,5628,0,3,14,5,1,3,0,2,294,1314,264,1,43,0,0,0,0,345,0,6,0,0,0,2,0,12,0,0,1,5,0,0,4,61,17,512,0,0,0,0,56,0,7,0,14,0,1383,0,0,0,1,0,0,1,0,0,0,0,0,8,0,6,0,0,0,0,457,0,0,492,36,0,1486,0,2,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,82,5,7,519,0,0,0,1,0,0,1,0,2,0,1,0,0,2,0,0,0,0,2,0,0,5,0,0,0,112,4,2,20,494,0,0,0,0,0,0,0,0,3,0,0,0,4,0,13,0,186,0,0,2514,533,2,54,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,6,5,0,7,32,0,96,720,1,0,0,0,1,0,6,0,0,0,1,2,379,1,97,0,2,2,0,0,2,0,1,7,0,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,1,38,20,0,0,1,76,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,53,0,0,2360,2,0,0,1,1,110,1282,0,2,3789,3040,104,0,0,0,0,36,3,12,0,0,0,0,0,0,0,7
"Adenoma24.3217",6,0,5,0,0,0,0,21,0,2,176,130,79,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,64,0,0,0,0,0,56,0,0,5,1,209,0,0,0,0,0,0,0,0,0,109,1,0,0,6,0,0,1,0,0,1,0,0,4,5,0,0,0,0,0,0,1029,0,619,1008,1,0,0,0,245,0,0,0,0,0,1,0,0,0,0,0,5,0,4,86,187,33,433,0,0,0,0,0,0,0,427,0,0,0,0,0,13,0,0,0,3,0,0,0,0,32,0,0,0,0,25,0,0,0,0,7,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,108,0,0,0,0,0,0,0,0,0,32,0,0,122,1,118,282,2,68,8,1945,573,0,87,0,0,45,161,314,0,0,10,0,1,0,0,0,7,0,7,0,0,38,0,0,0,0,0,0,2,0,1,0,33,0,14,0,0,3,0,0,1,0,0,1,0,7912,1,154,0,90,819,6,15,3,0,0,2,0,0,0,0,28,42,0,0,0,0,1,0,530,9,5159,48,0,493,63,0,34,3,3,0,0,0,0,68,608,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,20,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,0,5,0,0,0,0,504,0,0,0,8,0,0,0,0,2,202,1,0,0,0,0,0,0,1,0,0,0,2,0,0,23,1,7,1861,0,0,0,2,0,0,0,0,3,0,17,0,0,0,12,15,0,1,112,0,0,1,0,0,0,94,353,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,192,0,0,7550,52,627,0,0,0,0,1167,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,101,0,0,0,4,0,91,340,0,0,12,0,0,0,8,0,713,75,3,257,261,0,0,0,270,3639,2,0,0,0,20,0,11,0,0,0,0,0,0,18,0,59,0,0,0,37,0,0,0,0,0,2,0,9,0,0,1,0,0,0,0,76,0,0,0,0,14,0,0,0,1,0,2,0,0,86,0,0,0,0,0,3,0,1403,0,25,0,193,0,1703,17,0,460,0,686,1077,0,0,0,26,0,1,1,9,0,1,0,0,0,0,0
"Adenoma25.3273",2,7,13,77,0,1280,0,0,809,20,54,2,0,0,0,0,0,455,0,10,0,25,12,0,0,0,2,0,14,1,1,0,0,234,0,0,0,0,10,0,14,8,1,5,47,0,0,0,0,0,0,0,1,2,0,2,36,0,0,0,9,0,0,0,5,0,0,1,191,0,0,0,0,0,181,3,60,73,0,0,0,0,19,101,0,0,1,0,4,0,0,0,0,0,119,15,5,141,79,1698,47,0,18,0,0,0,6,0,0,0,0,0,14,4,4,12,0,0,0,0,0,0,0,0,0,6,0,0,95,6,114,1,3,29,0,0,2,530,0,4,0,0,0,0,580,0,0,3,1,0,0,0,0,159,0,1,27,45,0,0,0,0,0,7,1,0,13,29,22,121,80,46,0,1,0,155,3,0,0,2,5,2,0,0,2,0,0,0,0,4,31,3,0,0,0,0,0,0,0,0,0,0,45,0,28,0,135,14,1,0,0,13,0,0,1,5,1,2,0,1,3956,537,0,72,20,0,2,2,0,0,1,0,2,44,0,57,1,12,13,9,1,20,303,122,20,365,159,22,124,2,0,5,1,0,3,0,0,219,985,213,0,27,0,121,0,737,0,0,0,1,0,0,0,144,39,0,14,140,4,0,0,2,3,18,160,8,261,0,0,8,15,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,32,23,0,1,0,0,2,0,9,0,4459,0,1,0,0,2,0,0,0,26,5,0,16,0,0,0,0,0,142,179,0,396,0,30,0,63,0,0,0,37,60,0,16,0,0,0,0,0,0,174,2,0,46,0,0,26,0,0,0,0,0,0,78,24,8,0,7,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,29,1,232,179,29,19,27,0,0,0,0,3,1,4,4,5,1,2,0,0,0,25,0,24,177,0,4,0,0,170,23,0,9,0,9,0,1,0,0,1,12,31,3319,302,160,300,21,0,11,0,3,961,5,18,0,0,4,10,0,201,0,0,5,0,0,2,0,0,0,43,0,0,1,0,0,0,13,8,76,70,45,0,0,137,0,0,0,0,7,4,0,3,56,0,0,0,0,0,0,0,0,0,0,13,1,0,0,1,0,352,0,1,0,5,0,92,270,0,27,3268,271,210,0,0,0,110,15,0,36,0,71,0,0,10,15,0,25
"Adenoma26.3373",23,0,5,27,0,0,1,0,0,1,66,770,0,0,0,0,0,640,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,18,0,0,15,0,10,31,1,202,3,0,14,0,0,0,1,13,15,12,0,0,8,10,0,0,0,0,1042,3,5,0,1,2,24,18,47,0,0,0,175,0,152,71,0,40,0,0,8,31,0,0,4,0,0,0,0,0,0,0,133,1,3,7,2,370,23,0,1,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,6,0,0,116,0,0,0,0,0,0,97,180,0,5,2,1,0,1568,0,142,0,18,0,0,0,0,0,0,0,12,0,4,0,0,918,76,0,0,43,8,0,13,10,245,0,7,8395,275,101,0,219,75,7,30,24,266,5,99,6,2,0,112,9,21,0,0,24,0,0,0,0,3,17,20,0,0,75,13,0,22,0,0,5,0,57,0,27,0,72,0,31,0,0,42,0,0,0,14,0,7,0,2893,8895,506,0,159,343,134,4,1,0,0,494,0,0,0,0,1,2,47,2,123,0,0,193,728,232,334,178,332,289,12,3,5,2,3,15,0,0,33,420,1222,1,1,0,0,0,0,0,0,6,3,11,0,0,36,2,0,4,1,0,385,0,41,15,24,0,0,0,0,0,18,2,0,0,0,0,1,898,0,15,0,0,0,37,0,0,0,105,67,5,83,1,0,0,5,0,188,2868,0,227,0,0,0,22,0,0,48,180,0,1,0,0,0,5,0,0,0,0,0,1146,0,107,1635,710,3,0,0,0,1,0,15,0,0,0,1,0,0,25,17,0,113,0,0,11,0,0,0,0,0,0,69,277,13,0,39,0,0,0,0,0,0,0,1,0,47,0,2,0,0,0,0,9,456,0,0,204,11,23,33,0,0,0,0,1,0,0,1,0,1,0,0,0,3,29,0,16,178,2,23,0,0,0,2,0,18,0,9,0,1,679,0,0,86,120,10,445,466,0,111,0,2,0,2,1234,0,14,0,1,4,1,0,15,0,0,0,3,27,3,0,0,0,0,0,0,0,4,0,2,0,18,0,6,28,0,1,0,0,0,477,2,86,0,0,0,113,0,0,0,0,0,0,0,0,0,0,22,0,0,1,6,0,29,0,1664,0,3,101,51,3,0,38,0,308,354,60,0,0,696,12,0,11,4,7,0,0,0,16,0,24
"Adenoma27.3379",69,3,0,0,0,0,0,41,0,0,330,0,0,0,0,33,0,0,0,0,2,0,56,10,502,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,535,145,0,250,0,0,0,30,0,19,8,39,0,0,0,0,1,157,18,0,0,0,570,4,0,0,10,10,0,102,0,0,1252,0,408,5560,270,0,0,0,0,0,0,0,0,0,331,0,29,0,1,0,0,1023,485,0,53,1,475,0,42,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,4,0,0,58,0,1,0,0,62,0,0,0,0,163,418,112,0,191,0,38,0,36,4,0,9,147,0,0,0,0,0,0,0,0,2,0,12,11,0,0,0,0,0,4,0,0,2,56,0,0,0,0,0,319,0,0,21,0,0,0,0,0,0,0,3,1,1006,0,1,2,0,0,4,0,0,0,76,0,0,0,0,125,1,8,0,1534,58,0,3046,1,24,40,670,318,274,0,96,21,3,0,0,0,1841,0,4254,22,64,0,0,0,0,0,0,0,0,64,0,0,35,0,14,317,255,0,0,0,1547,0,0,0,0,0,0,0,175,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,4,0,54,0,0,0,7,1,0,19,0,0,0,0,83,0,0,0,0,0,2,1,0,2420,0,0,0,1,0,0,1,0,28,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,12,0,15,0,227,233,0,150,0,0,26,0,0,0,0,0,21,9,17,0,0,18,0,0,0,0,524,1,2,336,0,0,0,0,0,0,0,2,0,18,0,11,0,0,0,0,0,0,179,0,0,0,0,0,21,0,0,0,0,0,0,0,31,0,0,0,0,0,1250,0,2488,2,38,0,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,4,0,95,6,17,1,1,0,243,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,780,0,0,0,106,0,1,226,0,0,1,450,2146,0,3013,0,0,0,12,0,0,0,12,0,0,0,0,0
"Adenoma28.3391",26,0,0,438,0,0,0,35,0,9,11,13,170,0,0,0,0,0,0,0,0,0,1308,0,0,21,0,0,8,0,0,0,3,188,4,190,0,0,16,0,73,12,1,10,0,0,0,0,0,0,0,1,0,1,0,0,88,2,0,0,0,0,507,0,0,0,0,5,39,0,0,2,0,0,105,2,63,255,0,0,0,0,0,396,0,1,2,0,0,0,101,0,0,0,398,7,5,76,873,771,60,0,0,0,0,0,0,3,0,0,0,0,183,11,11,12,0,0,0,12,0,0,0,0,0,0,1,0,53,1179,0,0,29,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,17,28,15,5,2,127,1,0,9,0,0,46,0,10,195,17,0,1,73,0,2,0,1,0,0,9,2,0,0,57,0,0,0,0,1,7,0,2,24,1,0,0,52,0,607,0,142,79,0,56,1323,28,0,17,0,0,31,0,0,0,0,0,1,0,1,3050,1229,0,249,413,0,0,0,0,0,0,0,14,0,0,0,0,15,8,0,0,0,0,1900,894,788,6,884,854,0,7,30,2,1,0,0,0,352,197,1337,4,277,0,0,0,0,0,0,0,2,34,0,0,213,0,0,0,4,0,0,82,77,84,0,144,0,0,0,0,17,4,0,0,398,0,2,0,0,8,0,0,0,16,0,0,0,0,29,3,259,0,0,0,8,1,549,0,999,34,190,0,0,0,1,1,0,2,0,0,40,0,0,0,0,0,0,0,0,1,0,225,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,35,0,1,0,0,67,0,0,0,0,0,0,122,8,1,14,27,0,2,0,4,0,0,0,3,1,27,0,0,0,0,0,0,0,9,1,2,169,0,10,18,0,0,0,0,2,0,0,5,0,1,5,0,0,0,9,0,21,196,9,8,0,0,59,0,0,0,0,25,0,2,0,0,0,0,14,0,462,405,2562,13,0,37,0,600,698,0,0,0,0,0,0,0,24,10,0,0,0,0,7,0,2,0,0,0,0,0,8,0,0,1,20,0,25,57,2,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,3,501,0,342,3016,536,74,0,0,0,0,28,22,3,0,0,0,0,0,27,0,1
"Adenoma29.3399",7,0,0,0,0,0,0,17,7,284,0,2,0,0,0,4,0,0,0,0,0,0,247,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,56,0,0,268,0,1944,0,0,0,0,0,4,2,1,1,4,0,0,0,48,2,98,0,720,137,0,0,0,11,1,0,0,0,29,0,0,328,2,0,0,0,0,0,0,0,0,6,0,126,0,0,0,0,0,0,0,1651,414,41,0,898,20,0,0,0,0,2,0,0,6,0,0,0,5,0,0,0,10,0,0,1,2,0,0,0,0,0,30,2,0,0,0,0,0,46,72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,216,24,0,0,0,0,0,29,0,0,8,0,0,762,0,40,0,1,255,0,42,0,0,419,0,1,4,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,60,0,7,1,0,0,0,0,4,0,4,0,8,0,324,0,0,0,207,0,0,4,0,0,0,23,0,27,100,3,0,2331,1,1477,819,6,0,7,52,19,0,18,0,0,0,0,0,13,21,20,0,0,0,8070,0,5,105,3214,660,25,0,63,4,3,0,0,0,0,0,528,37,0,0,0,0,0,0,0,0,63,64,0,0,1,0,0,3,3,2,0,1,1,13,0,0,3,0,0,0,230,77,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,6,0,0,101,0,914,8,1,1,680,0,0,207,2,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3521,0,0,0,0,0,0,322,0,6,0,0,0,1,0,0,15,11,82,0,0,4,153,0,0,0,0,0,0,116,284,97,0,10,0,51,0,0,438,0,0,4,21,2,0,0,8,0,0,0,113,214,2,2,551,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,1,0,98,4,0,39,72,0,28,3,0,0,0,0,0,0,8,0,0,12,0,0,2,1,9,0,303,1,5,0,1040,0,0,0,0,0,132,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,11,539,92,3,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,1,0,0,11,0,195,338,0,0,0,0,37,25,0,1,590,1406,902,0,0,0,0,230,622,0,0,0,7,0,19,0,0,0
"Adenoma30.3509",13,76,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,253,20,0,0,14,250,0,0,0,31,0,0,0,1,0,0,0,0,0,2,38,0,16,0,0,0,0,0,7,0,7,0,0,0,13,0,4,67,0,55,0,0,4,0,0,26,3,0,0,0,0,0,0,590,0,63,0,0,0,0,0,0,0,0,1,2,0,0,1,10,0,0,0,0,0,56,0,2,153,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,2,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,14,0,5,0,1,1,4,0,0,0,61,0,0,458,160,0,2,5,0,0,2,6,0,2,4,0,0,10,0,0,0,0,0,0,69,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,4,0,0,0,82,0,40,0,0,0,0,0,0,0,3,0,0,0,2,501,0,4,1,0,8,0,0,0,0,0,0,0,0,9,19,4,0,0,0,0,13828,1614,33,197,122,270,46,0,0,2,5,0,0,0,3,225,3,3,3,0,0,0,0,0,0,0,0,14,0,3,1,155,0,2,0,75,0,1,9,0,0,1,52,0,0,0,1,1,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,259,0,0,0,0,0,1,0,54,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,280,0,1,0,2,0,0,0,0,0,0,0,43,0,0,4,2,0,0,0,2,1,0,20,13794,0,5,0,0,0,0,0,47,0,0,10,22,0,0,0,0,0,1,3,0,0,0,26,0,19,6,0,0,0,0,40,0,37,0,0,0,0,0,626,0,1,0,0,5,1,0,1,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,27,0,0,49,0,0,0,0,32,3,2,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,3,12,1,761,0,1,0,0,0,2,0,0,0,6,44,1,0,0,0
